Date;Economic Policy Uncertainty;Monetary policy;Fiscal Policy (Taxes OR Spending);Taxes;Government spending;Health care;National security;Entitlement programs;Regulation;Financial Regulation;Trade policy;Sovereign debt or currency crises
01/01/2006;60.81727222;62.22241081;54.01584102;52.74494783;32.55397472;99.56219162;63.92737179;89.75141029;43.61324084;53.00940352;21.52269846;51.46315964
01/02/2006;58.18459467;60.371622;45.97355057;49.24281144;24.59506234;79.91271532;52.29276511;69.50133133;45.18928383;68.6562422;17.34480216;0
01/03/2006;49.84178582;46.38076047;42.4838282;43.40878964;32.02690106;43.29759824;53.08928204;42.0399844;36.16251347;33.09591633;47.77774877;26.70589813
01/04/2006;67.66570897;57.94457798;60.01895537;65.72444409;18.97389027;55.46455823;53.9623066;53.77312674;100.0020077;31.96160184;23.07011789;7.092412866
01/05/2006;64.2031104;95.86812371;44.25902623;49.91390161;25.64615693;44.62013177;49.65110127;38.33946133;44.3055891;21.38979532;41.90670035;27.12277069
01/06/2006;65.83484641;91.21692512;35.98867889;37.24738502;19.84656673;49.24248367;45.53733287;22.11720623;86.93401369;29.08551739;23.32682124;21.51399241
01/07/2006;69.18348683;120.163635;37.95607106;41.56639263;13.77428958;64.79237876;55.5217368;25.90346544;56.4843805;50.4662021;48.56916488;7.465773939
01/08/2006;69.11658864;134.5969372;35.10652123;38.71209366;10.12681419;79.82813965;42.38938264;67.00718025;46.60005555;52.56200585;35.70789659;13.72203354
01/09/2006;37.60639002;35.06334046;23.05206476;24.4412169;5.777242895;31.85390454;41.79726784;29.50848748;44.27069317;21.95059556;15.84410037;13.91693938
01/10/2006;41.30012458;36.0965598;39.11098546;43.32507928;26.13233999;52.7755113;58.79155134;42.32868146;48.70962433;23.75034823;23.57186562;13.17575353
01/11/2006;51.44379651;48.19654219;44.04417659;47.15020005;23.65422241;74.00588197;55.97235229;41.62183358;85.28033517;30.40851624;41.70326976;6.747776688
01/12/2006;37.547709;17.61622867;38.44352871;41.6848994;17.58606123;51.17545684;43.62234918;36.29273519;46.74143339;15.90907655;18.37326043;14.12116198
01/01/2007;55.21650084;44.72173253;52.47217446;57.51671865;40.30464701;100.0022295;61.9081917;72.55643619;65.87992576;21.20361722;50.2876138;20.16501931
01/02/2007;38.35768586;27.48456458;35.01183356;37.52440539;15.54791542;38.175005;36.15629446;33.39008646;49.50867058;28.48220366;20.55866285;0
01/03/2007;55.67711834;59.73266382;39.43218961;44.21992313;11.55232294;51.35480631;44.05801374;32.18505149;44.14277813;42.32536719;22.4038903;6.26145044
01/04/2007;40.69189717;31.23259476;35.61989784;34.18456359;23.07182678;33.89498646;33.50957115;14.37812314;45.83422466;17.79589302;27.83127901;6.581638246
01/05/2007;52.4370198;36.2766463;52.97252077;58.46869195;28.40555356;49.74261223;38.46550444;35.53159843;57.26899038;33.98275413;14.30858356;0
01/06/2007;50.5290555;42.45996474;44.28305238;47.10197107;24.78196531;33.50307218;40.19312622;44.25843304;51.52249371;52.77037852;22.40590885;20.66464813
01/07/2007;37.26598941;25.43432021;28.49591827;29.14005058;15.77642527;33.27224392;35.6115163;45.71164301;35.87607437;33.91028435;22.25153743;20.52227359
01/08/2007;74.68660422;148.9329355;43.12329964;46.74200629;28.84898277;49.30179848;39.43107862;72.9926822;58.16299666;80.53090985;49.82382817;12.76438933
01/09/2007;75.64817454;154.1409048;38.86300473;42.54203942;18.9293063;90.90312559;43.16764274;44.23145647;105.850383;295.3101334;30.14341604;13.23849522
01/10/2007;69.60902153;122.1359633;42.17807398;44.29974248;22.56769224;50.25105092;43.06101546;29.01883252;55.54772194;87.630318;46.92905476;6.272752697
01/11/2007;63.24736053;94.69215131;37.92471476;41.53359376;15.32169302;49.95633625;45.31433085;15.59702978;51.62591318;37.42371621;31.16851383;31.94030325
01/12/2007;89.23051494;125.2693112;75.98911539;80.49314885;41.24381962;97.55178255;48.82766607;60.93514865;94.93121343;39.68518834;35.25545736;13.54816762
01/01/2008;158.6615572;238.2866373;189.8703773;214.2035552;107.723076;239.4068166;140.0340612;248.7618198;126.7026292;28.1408551;87.34278233;56.20115893
01/02/2008;100.3556417;102.750519;114.5269699;123.2914648;59.28687373;124.4790775;93.6190536;109.8326388;102.5335054;161.2318087;81.89583957;6.625557663
01/03/2008;102.1251884;161.235678;94.10751657;102.8188774;39.35909315;80.79042245;76.40648508;67.54136139;106.3242855;172.7658227;72.40856166;74.20153012
01/04/2008;85.41378822;88.15247823;75.38602717;80.84269981;44.66592586;96.44428833;55.39707239;72.45893867;91.68641297;113.2408854;93.69977208;12.25786594
01/05/2008;76.14960087;48.31972309;87.25166955;96.22871136;64.84207069;82.63770407;43.67670914;51.39225963;98.46166484;87.38140324;41.39135158;0
01/06/2008;84.79144606;51.21319244;75.84423624;81.69916343;27.50421977;60.65985501;70.87758309;55.34202729;129.306143;44.78661352;43.10307346;0
01/07/2008;88.70942407;94.88114733;83.42812303;85.5384737;53.96721036;97.02986872;81.48368061;92.3369398;166.1966288;315.2136221;28.95753599;50.8707044
01/08/2008;77.44875373;66.78899498;81.62045162;86.95456822;63.54293345;107.1189175;77.38935951;76.5544439;89.63137268;92.28441668;40.37064648;6.205544632
01/09/2008;160.5341872;202.1720929;110.2869053;115.8140844;80.86626057;115.8468886;152.9493648;88.50889159;286.3897313;877.5459465;30.5507595;25.04580176
01/10/2008;217.3119918;181.9019392;243.7280516;262.0555429;170.9743795;274.9538984;193.7261333;183.0375799;328.5254154;729.5290862;63.26395959;160.1694483
01/11/2008;195.2114371;142.7077398;186.9914637;196.6738847;130.4537636;241.91069;187.5524624;131.199602;226.8044467;471.5262166;86.634818;38.04859483
01/12/2008;145.6088841;113.5509472;142.4529347;154.9965856;83.3680031;153.772827;95.2149276;121.1455575;174.9586507;319.3605349;35.95215664;45.5111973
01/01/2009;187.9008193;71.8785307;214.7670311;227.0025728;185.6282038;267.449166;124.979848;226.5673799;176.2970014;241.8147817;45.71382028;19.16418195
01/02/2009;214.1350275;145.2466263;280.1123696;300.06891;285.1662121;429.5794699;87.44795661;424.3046891;238.9001722;655.1950292;44.19855724;13.58789832
01/03/2009;162.0978566;93.09614136;185.8047545;196.1320858;140.0889352;224.7510415;83.26821385;166.8049382;214.530212;389.0249978;59.43964632;18.90356298
01/04/2009;113.0508182;71.04363567;119.3916576;126.2978079;79.55924594;131.2365493;61.30825172;101.863045;171.193741;268.6270567;14.43913633;19.02429741
01/05/2009;107.7207904;88.83601039;101.9246828;105.3630183;88.47570236;110.9807019;56.69502296;73.94863486;120.9377614;198.8163062;18.71831263;6.393937432
01/06/2009;90.88646845;44.02606696;107.1718998;108.6412454;84.93373683;143.9224038;36.82917727;73.83488032;117.8420438;155.9799389;42.78323492;117.6828384
01/07/2009;104.9988722;46.60460584;121.0251355;125.0892383;100.8765342;230.3288655;55.26440748;112.9350467;129.198375;129.9993421;19.63977396;40.2521814
01/08/2009;81.88142303;46.04740416;70.91820288;74.41968464;54.11112599;148.9590594;33.55575761;94.6600582;93.82413888;135.2418014;26.62323301;47.74432769
01/09/2009;77.22976889;71.18106653;74.99486528;74.99872142;58.12329957;148.6733362;47.19138514;71.78469661;113.9239877;96.5967726;10.56428132;12.99104671
01/10/2009;71.23211823;30.44925687;82.66067952;85.50405304;71.48950679;139.6667865;23.73711698;84.68709334;108.0717751;107.2440823;13.89402407;24.40811234
01/11/2009;101.9499689;108.7670688;99.65551906;103.7842741;73.37784111;171.6158914;64.52554477;103.891897;107.6249128;143.9697762;25.44941317;91.27855519
01/12/2009;110.5395416;71.07693765;127.9364768;133.7648379;85.72867899;210.3347391;68.88681218;148.0148696;216.0605594;256.5825932;23.41649551;6.54445385
